ACT	Morningroom
don’t	dont
quite	quite
like	like
women	women
Who	who
are	are
interested	interested
in	in
ﬁxilanthropic	philanthropic
work	work
I	I
think	think
it	it
is	is
so	so
forward	forward
of	of
t	them
em	null
“	null
Enter	Enter
MERRIMAN	Merriman
‘	Merriman
‘THE‘IMPORTANCEVOF	null
BEING	null
EARNEST	null
77	null
MERRIMAN	null
Miss	Miss
Fairfax	Fairfax
Enter	Enter
GWENDOLEN	Gwendolen
Exit	Exit
MERRI’MAN	Merriman
CECILY	Cecily
Adimining	Advancing
to	to
meet	meet
her	her
Pray	Pray
let	let
me	me
introduce	introduce
myself	myself
to	to
you	you
My	My
name	name
is	is
Cecily	Cecily
Cardew	Cardew
‘GWENDOLEN	Gwendolen
Cecily	Cecily
Cardew	Cardew
Moving	Moving
to	to
her	her
and	and
shaking	shaking
hands	hands
What	What
a	a
very	very
sweet	sweet
name	name
Something	Something
tells	tells
me	me
that	that
we	we
are	are
going	going
to	to
be	be
great	great
friends	friends
I	I
like	like
you	you
already	already
more	more
than	than
I	I
can	can
say	say
My	My
ﬁrst	first
impressions	impressions
of	of
people	people
are	are
never	never
wrong	wrong
CECILY	Cecily
How	How
nice	nice
of	of
you	you
to	to
like	like
me	me
so	so
much	much
after	after
we	we
have	have
known	known
each	each
other	other
such	such
a	a
comparatively	comparatively
short	short
time	time
Pray	Pray
sit	sit
down	down
GWENDOLEN	Gwendolen
Still	Still
standing	standing
mi	up
I	I
may	may
call	call
you	you
Cecily	Cecily
may	may
I	I
not	not
CECILY	Cecily
With	With
pleasure	pleasure
l	Gwendolen
GWENDOLEN	null
And	And
you	you
will	will
always	always
call	call
me	me
Gwendolen	Gwendolen
won’t	wont
you	you
I	Cecily
r	null
CECILY	null
If	If
you	you
wish	wish
r	Gwendolen
GWENDOLEN	null
Then	Then
that	that
is	is
all	all
quite	quite
settled	settled
is	is
it	it
not	not
78	Cecily
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARVEST	null
CECILY	null
I	I
hope	hope
so	so
A	A
pause	pause
They	They
both	both
sit	sit
down	down
together	together
GWENDOLEN	Gwendolen
Perhaps	Perhaps
this	this
might	might
be	be
a	a
favorable	favourable
opportuntiy	opportunity
for	for
my	my
mentioning	mentioning
who	who
I	I
am	am
My	My
father	father
is	is
Lord	Lord
Bracknell	Bracknell
You	You
have	have
never	never
heard	heard
of	of
papa	papa
I	I
sup—	suppose
pose	Cecily
CECILY	null
I	I
don’t	dont
think	think
so	so
GWENDOLEN	Gwendolen
Outside	Outside
the	the
family	family
circle	circle
papa	papa
I	I
am	am
glad	glad
to	to
say	say
is	is
entirely	entirely
unknown	unknown
I	I
think	think
that	that
is	is
quite	quite
as	as
it	it
should	should
be	be
The	The
home	home
seems	seems
to	to
me	me
to	to
be	be
the	the
proper	proper
sphere	sphere
for	for
the	the
man	man
And	And
certainly	certainly
once	once
a	a
man	man
be—	begins
gins	null
to	to
neglect	neglect
his	his
domestic	domestic
duties	duties
he	he
becomes	becomes
painfully	painfully
effeminate	effeminate
does	does
he	he
not	not
And	And
I	I
don’t	dont
like	like
that	that
It	It
makes	makes
men	men
so	so
very	very
attractive	attractive
Cecily	Cecily
mamma	mamma
whose	whose
views	views
on	on
education	education
are	are
remarkably	remarkably
strict	strict
has	has
brought	brought
me	me
up	up
to	to
be	be
extremely	extremely
shortsighted	shortsighted
it	it
ispart	is
null	part
of	of
her	her
system	system
so	so
do	do
you	you
mind	mind
my	my
looking	looking
at	at
you	you
through	through
my	my
glasses	glasses
CECILY	Cecily
Oh	Oh
not	not
at	at
all	all
Gwendolen	Gwendolen
I	I
am	am
very	very
fond	fond
of	of
beinglooked	being
null	looked
at	at
GWENDOLEN	Gwendolen
After	After
examining	examining
CECILY	Cecily
carefully	carefully
through	through
a	a
r	null
lorgnette	lorgnette
You	You
are	are
here	here
On	on
a	a
short	short
visit	visit
I	I
suppose	suppose
CECILY	Cecily
Oh	Oh
no	no
I	I
live	live
here	here
THE	Gwendolen
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
79	null
GWENDOLEN	null
Severely	Severely
Really	Really
Your	Your
mother	mother
no	no
doubt	doubt
or	or
some	some
female	female
relative	relative
of	of
advanced	advanced
years	years
resides	resides
here	here
also	also
CECILY	Cecily
Oh	Oh
no	no
i	null
I	I
have	have
no	no
mother	mother
nor	nor
in	in
fact	fact
any	any
relations	relations
GWENDOLEN	Gwendolen
Indeed	Indeed
CECILY	Cecily
My	My
dear	dear
guardian	guardian
with	with
the	the
assistance	assistance
of	of
Miss	Miss
Prism	Prism
has	has
the	the
arduous	arduous
task	task
of	of
looking	looking
after	after
me	me
GWENDOLEN	Gwendolen
Your	Your
guardian	guardian
I	Cecily
CECILY	null
Yes	Yes
I	I
am	am
Mr	Mr
Worthing’s	Worthings
ward	ward
GWENDOLEN	Gwendolen
L	null
Oh	Oh
It	It
is	is
strange	strange
he	he
never	never
mentioned	mentioned
to	to
me	me
that	that
he	he
had	had
a	a
ward	ward
How	How
secretive	secretive
of	of
him	him
He	He
grows	grows
more	more
interesting	interesting
hourly	hourly
I	I
am	am
not	not
sure	sure
however	however
that	that
the	the
news	news
inspires	inspires
me	me
with	with
feelings	feelings
of	of
unmixed	unmixed
delight	delight
Rising	Rising
and	and
going	going
to	to
her	her
I	I
am	am
very	very
fondof	fond
null	of
you	you
Cecily	Cecily
I	I
have	have
liked	liked
you	you
ever	ever
since	since
I	I
mety0u	met
null	you
But	But
I	I
am	am
bound	bound
to	to
state	state
that	that
now	now
that	that
I	I
know	know
that	that
you	you
are	are
Mr	Mr
Worthing’s	Worthings
ward	ward
I	I
cannot	cannot
help	help
expressing	expressing
a	a
wish	wish
you	you
were—well	werewell
just	just
a	a
little	little
older	older
than	than
you	you
seem	seem
to	to
be—and	beand
not	not
quite	quite
so	so
very	very
alluring	alluring
in	in
appearance	appearance
In	In
fact	fact
if	if
I	I
may	may
speak	speak
candidly—	candidly
‘	Cecily
‘	null
80	null
THE	null
IMPORTANCE	null
OF	null
BEING	null
IVEARNES‘T	null
CECILY	null
Pray	Pray
do	do
I	I
think	think
that	that
whenever	whenever
one	one
has	has
anything	anything
unpleasant	unpleasant
to	to
say	say
one	one
should	should
always	always
be	be
quite	quite
candid	candid
GWENDOLEN	Gwendolen
Well	Well
to	to
speak	speak
with	with
perfect	perfect
candor	candour
Cecily	Cecily
I	I
wish	wish
that	that
you	you
were	were
fully	fully
fortytwo	fortytwo
and	and
more	more
than	than
usually	usually
plain	plain
for	for
your	your
age	age
Ernest	Ernest
has	has
a	a
strong	strong
upright	upright
nature	nature
He	He
is	is
the	the
very	very
soul	soul
of	of
truth	truth
and	and
honor	honour
Disloyalty	Disloyalty
would	would
be	be
as	as
impossible	impossible
to	to
him	him
as	as
deception	deception
But	But
even	even
men	men
of	of
the	the
noblest	noblest
possible	possible
moral	moral
character	character
are	are
extremely	extremely
susceptible	susceptible
to	to
the	the
inﬂuence	influence
of	of
the	the
physical	physical
charms	charms
of	of
others	others
Modern	Modern
no	no
less	less
than	than
Ancient	Ancient
History	History
supplies	supplies
us	us
with	with
many	many
most	most
painful	painful
examples	examples
of	of
what	what
I	I
refer	refer
to	to
If	If
it	it
were	were
not	not
so	so
indeed	indeed
History	History
would	would
be	be
quite	quite
unreadable	unreadable
CECILY	Cecily
I	I
beg	beg
your	your
pardon	pardon
Gwendolen	Gwendolen
did	did
you	you
say	say
Ernest	Ernest
‘	Gwendolen
GWENDOLEN	null
Yes	Yes
CECILY	Cecily
Oh	Oh
but	but
it	it
is	is
not	not
Mr	Mr
Ernest	Ernest
Worthing	Worthing
who	who
is	is
my	my
guardian	guardian
It	It
is	is
his	his
brother—his	brotherhis
elder	elder
brother	brother
GWENDOLEN	Gwendolen
Sitting	Sitting
down	down
again	again
Ernest	Ernest
never	never
mentioned	mentioned
to	to
me	me
that	that
he	he
had	had
a	a
brother	brother
‘	Cecily
CECILY	null
I	I
am	am
sorry	sorry
to	to
say	say
they	they
have	have
not	not
been	been
on	on
null	good
terms	terms
for	for
a	a
long	long
time	time
7H8	Gwendolen
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
8r	null
GWENDOLEN	null
Ah	Ah
that	that
accounts	accounts
for	for
it	it
And	And
now	now
that	that
I	I
think	think
of	of
it	it
I	I
have	have
never	never
heard	heard
any	any
man	man
mention	mention
his	his
brother	brother
The	The
subject	subject
seems	seems
distasteful	distasteful
to	to
most	most
men	men
Cecily	Cecily
you	you
have	have
lifted	lifted
a	a
load	load
from	from
my	my
mind	mind
I	I
was	was
growing	growing
almost	almost
anxious	anxious
It	It
would	would
have	have
been	been
terrible	terrible
if	if
any	any
cloud	cloud
had	had
come	come
across	across
a	a
friendship	friendship
like	like
ourswould	ours
null	would
it	it
not	not
Of	Of
course	course
you	you
are	are
quite	quite
quite	quite
sure	sure
that	that
it	it
is	is
not	not
Mr	Mr
Ernest	Ernest
Worthing	Worthing
who	who
is	is
your	your
guardian	guardian
CECILY	Cecily
Quite	Quite
sure	sure
A	A
pause	pause
In	In
fact	fact
I	I
am	am
going	going
to	to
be	be
his	his
GWENDOLEN	Gwendolen
Enquiringly	Inquiringly
I	I
beg	beg
you	your
Pardon	pardon
CECILY	Cecily
Rather	Rather
shy	shy
and	and
conﬁdingly	confidingly
Dearest	Dearest
Gwendo—	Gwendolen
len	null
there	there
is	is
no	no
reason	reason
why	why
I	I
should	should
make	make
a	a
secret	secret
of	of
it	it
to	to
you	you
Ourrlittle	Our
null	little
county	county
newspaper	newspaper
is	is
sure	sure
to	to
chronicle	chronicle
the	the
fact	fact
next	next
week	week
Mr	Mr
Ernest	Ernest
Worth—	Worthing
ing	null
and	and
I	I
are	are
engaged	engaged
to	to
be	be
married	married
GWENDOLEN	Gwendolen
Quite	Quite
politely	politely
rising	rising
My	My
darling	darling
Cecily	Cecily
I	I
think	think
there	there
must	must
be	be
some	some
slight	slight
error	error
Mr	Mr
Ernest	Ernest
Worthing	Worthing
is	is
engaged	engaged
to	to
me	me
The	The
announcement	announcement
will	will
appear	appear
in	in
the	the
Morning	Morning
Post	Post
on	on
Saturday	Saturday
at	at
the	the
latest	latest
CECILY	Cecily
Very	Very
politely	politely
rising	rising
I	I
am	am
afraid	afraid
you	you
must	must
be	be
under	under
some	some
misconception	misconception
Ernest	Ernest
proposed	proposed
to	to
me	me
‘	null
exactly	exactly
ten	ten
minutes	minutes
ago	ago
Shows	Shows
diary	diary
82	Gwendolen
THE	Examines
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
GWENDOLEN	null
Examining	null
diary	diary
through	through
her	her
lorghette	lorgnettte
carefully	carefully
It	It
is	is
certainly	certainly
very	very
curious	curious
for	for
he	he
asked	asked
me	me
to	to
be	be
his	his
wife	wife
yesterday	yesterday
afternoon	afternoon
at	at
ﬁvethirty	530
If	If
you	you
would	would
care	care
to	to
verify	verify
the	the
incident	incident
pray	pray
do	do
so	so
Produces	Produces
diary	diary
of	of
her	her
own	own
I	I
never	never
travel	travel
without	without
my	my
diary	diary
One	One
should	should
always	always
have	have
something	something
sensational	sensational
to	to
read	read
in	in
the	the
train	train
I	I
am	am
so	so
sorry	sorry
dear	dear
Cecily	Cecily
if	if
it	it
is	is
any	any
disappointment	disappointment
to	to
you	you
but	but
I	I
am	am
afraid	afraid
I	I
have	have
the	the
prior	prior
claim	claim
CECILY	Cecily
It	It
would	would
distress	distress
me	me
more	more
than	than
I	I
can	can
tell	tell
you	you
dear	dear
Gwendolen	Gwendolen
if	if
it	it
caused	caused
you	you
any	any
mental	mental
or	or
physical	physical
anguish	anguish
but	but
I	I
feel	feel
bound	bound
to	to
point	point
out	out
that	that
since	since
Ernest	Ernest
proposed	proposed
to	to
youhe	you
null	he
clearly	clearly
has	has
changed	changed
his	his
mind	mind
GWENDOLEN	Gwendolen
M	Meditatively
editatively	null
If	If
the	the
poor	poor
fellow	fellow
has	has
been	been
entrapped	entrapped
into	into
any	any
foolish	foolish
promise	promise
I	I
shall	shall
consider	consider
it	it
my	my
duty	duty
to	to
rescue	rescue
him	him
at‘once	at
null	once
and	and
with	with
a	a
ﬁrm	firm
hand	hand
CECILY	Cecily
Thoughtfully	Thoughtfully
and	and
sadly	sadly
Whatever	Whatever
unfor—	unfortunate
tunate	null
entanglement	entanglement
my	my
dear	dear
boy	boy
may	may
have	have
got	got
into	into
I	I
will	will
never	never
reproach	reproach
him	him
with	with
it	it
after	after
we	we
are	are
married	married
GWENDOLEN	Gwendolen
Do	Do
you	you
allude	allude
to	to
me	me
Miss	Miss
Cardew	Cardew
as	as
an	an
entanglement	entanglement
You	You
are	are
presumptuous	presumptuous
On	On
an	an
oc	occasion
‘	null
casion	null
of	of
this	this
kind	kind
it	it
becomes	becomes
more	more
than	than
a	a
moral	moral
duty	duty
to	to
speak	speak
one’s	ones
mind	mind
It	It
becomes	becomes
a	a
pleasure	pleasure
«	Cecily
‘VTHE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
83	null
CECILY	null
Do	Do
you	you
Suggest	suggest
Miss	Miss
Fairfax	Fairfax
that	that
I	I
entrapped	entrapped
Ernest	Ernest
into	into
an	an
engagement	engagement
How	How
dare	dare
you	you
This	This
is	is
no	no
time	time
for	for
wearing	wearing
the	the
shallow	shallow
mask	mask
of	of
manners	manners
When	When
I	I
see	see
a	a
spade	spade
I	I
call	call
it	it
a	a
spade	spade
GWENDOLEN	Gwendolen
Satirically	Satirically
I	I
am	am
glad	glad
to	to
say	say
that	that
I	I
have	have
never	never
seen	seen
a	a
spade	spade
It	It
is	is
obvious	obvious
that	that
our	our
social	social
spheres	spheres
have	have
been	been
Widely	widely
different	different
Enter	Enter
MERRIMAN	Merriman
followed	followed
by	by
the	the
footman	footman
He	He
carries	carries
a	a
solver	salver
table	table
cloth	cloth
and	and
plate	plate
stand	stand
CECILY	Cecily
is	is
about	about
to	to
retort	retort
The	The
presence	presence
of	of
the	the
servants	servants
exercises	exercises
a	a
re	restraining
straining	influence
inﬂuence	under
nnder	null
which	which
both	both
girls	girls
chafe	chafe
MERRIMAN	Merriman
Shall	Shall
I	I
lay	lay
tea	tea
here	here
as	as
usual	usual
Miss	Miss
CECILY	Cecily
Sternly	Sternly
in	in
a	a
calm	calm
voice	voice
Yes	Yes
as	as
usual	usual
MERRIMAN	Merriman
begins	begins
to	to
clear	clear
null	table
and	and
lay	lay
‘cloth	cloth
A	A
long	long
pause	pause
CECILY	Cecily
and	and
GWENDOLEN	Gwendolen
glare	glare
at	at
each	each
other	other
GWENDOLEN	Gwendolen
Are	Are
there	there
many	many
interesting	interesting
walks	walks
in	in
the	the
vicinity	vicinity
Miss	Miss
Cardew	Cardew
CECILY	Cecily
Oh	Oh
yes	yes
a	a
great	great
many	many
From	From
the	the
top	top
of	of
one	one
of	of
the	the
hills	hills
quite	quite
close	close
one	one
can	can
see	see
ﬁve	five
counties	counties
34	Gwendolen
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNES‘	null
GWENDOLEN	null
Five	Five
counties	counties
I	I
don’t	dont
think	think
I	I
should	should
like	like
that	that
I	I
hate	hate
crowds	crowds
CECILY	Cecily
Sweetly	Sweetly
I	I
suppose	suppose
that	that
is	is
why	why
you	you
live	live
in	in
town	town
GWENDOLEN	Gwendolen
bites	bites
her	her
lip	lip
and	and
beats	beats
her	her
foot	foot
nervously	nervously
with	with
her	her
parasol	parasol
GWENDOLEN	Gwendolen
Looking	Looking
ramLi	round
Quite	Quite
a	a
wellkept	wellkept
garden	garden
this	this
is	is
Miss	Miss
Cardew	Cardew
CECILY	Cecily
So	So
glad	glad
you	you
like	like
it	it
Miss	Miss
Fairfax	Fairfax
GWENDOLEN	Gwendolen
I	I
had	had
no	no
idea	idea
there	there
were	were
any	any
ﬂowers	flowers
in	in
the	the
country	country
CECILY	Cecily
Oh	Oh
ﬂowers	flowers
are	are
as	as
common	common
here	here
Miss	Miss
Fairfax	Fairfax
as	as
people	people
are	are
in	in
London	London
GWENDOLEN	Gwendolen
Personally	Personally
I	I
cannot	cannot
understand	understand
how	how
anybody	anybody
manages	manages
to	to
exist	exist
in	in
the	the
country	country
if	if
anybody	anybody
who	who
is	is
anybody	anybody
does	does
The	The
country	country
always	always
bores	bores
me	me
to	to
death	death
‘	Cecily
CECILY	null
Ah	Ah
This	This
is	is
what	what
the	the
newspapers	newspapers
call	call
agri	agricultural
cultural	null
depression	depression
is	is
it	it
not	not
I	I
believe	believe
the	the
aristocracy	aristocracy
are	are
suffering	suffering
very	very
much	much
from	from
it	it
just	just
at	at
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
85	null
present	present
It	It
is	is
almost	almost
an	an
epidemic	epidemic
amongst	amongst
them	them
I	I
have	have
been	been
mid	told
May	May
I	I
offer	offer
you	you
some	some
tea	tea
Miss	Miss
Eairfax	Fairfax
GWENDOLEN	Gwendolen
‘	null
With	With
elaborate	elaborate
politeness	politeness
Thank	Thank
you	you
Aside	Aside
Detestable	Detestable
girl	girl
But	But
I	I
require	require
tea	tea
CECILY	Cecily
Sweetly	Sweetly
Sugar	Sugar
GWENDOLEN	Gwendolen
Snpercilionsly	Superciliously
No	No
thank	thank
you	you
Sugar	Sugar
is	is
not	not
fashionable	fashionable
any	any
more	more
CECILY	Cecily
looks	looks
angrilyat	angrily
null	at
her	her
takes	takes
up	up
the	the
tongs	tongs
and	and
puts	puts
four	four
lumps	lumps
of	of
sugar	sugar
into	into
the	the
cup	cup
CECILY	Cecily
Severely	Severely
Cake	Cake
or	or
bread	bread
and	and
butter	butter
GWENDOLEN	Gwendolen
In	In
a	a
bored	bored
manner	manner
Bread	Bread
and	and
butter	butter
please	please
Cake	Cake
is	is
rarely	rarely
seen	seen
at	at
the	the
best	best
houses	houses
nowadays	nowadays
CECILY	Cecily
Cuts	Cuts
a	a
very	very
large	large
slice	slice
of	of
cake	cake
and	and
puts	puts
it	it
on	on
the	the
tray	tray
Hand	Hand
that	that
to	to
Miss	Miss
Fairfax	Fairfax
MERRIMAN	Merriman
d0es	does
so	so
and	and
goes	goes
out	out
with	with
footman	footman
GWENDOLEN	Gwendolen
drinks	drinks
the	the
tea	tea
and	and
makes	makes
a	a
grirnace	grimace
Puts	Puts
down	down
cnp	cup
at	at
once	once
reaches	reaches
out	out
her	her
hand	hand
to	to
the	the
bread	bread
and	and
butter	butter
looks	looks
at	at
it	it
and	and
ﬁnds	finds
it	it
is	is
cake	cake
Rises	Rises
in	in
indignation	indignation
86	Gwendolen
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARVEST	null
GWENDOLEN	null
You	You
have	have
ﬁlled	filled
my	my
tea	tea
with	with
lumps	lumps
of	of
sugar	sugar
and	and
though	though
I	I
asked	asked
most	most
distinctly	distinctly
for	for
bread	bread
and	and
butter	butter
you	you
have	have
given	given
me	me
cake	cake
I	I
am	am
known	known
for	for
the	the
gentleness	gentleness
of	of
my	my
disposition	disposition
and	and
the	the
extraordinary	extraordinary
sweetness	sweetness
of	of
my	my
nature	nature
but	but
I	I
warn	warn
you	you
Miss	Miss
Car—	Cardew
dew	null
you	you
may	may
go	go
too	too
far	far
CECILY	Cecily
Rising	Rising
To	To
save	save
my	my
poor	poor
innocent	innocent
trusting	trusting
boy	boy
from	from
the	the
machinations	machinations
of	of
any	any
other	other
girl	girl
there	there
are	are
no	no
lengths	lengths
to	to
which	which
I	I
would	would
not	not
go	go
GWENDOLEN	Gwendolen
From	From
the	the
moment	moment
I	I
saw	saw
you	you
I	I
distrusted	distrusted
you	you
I	I
felt	felt
that	that
you	you
were	were
false	false
and	and
deceitful	deceitful
I	I
am	am
never	never
deceived	deceived
in	in
such	such
matters	matters
My	My
ﬁrst	first
impressions	impressions
of	of
people	people
are	are
invariably	invariably
right	right
CECILY	Cecily
It	It
seems	seems
to	to
me	me
Miss	Miss
Fairfax	Fairfax
that	that
