HARVARD	Sir
Captain	Captain
Benwick	Benwick
leaned	seemed
much	much
more	more
diapoled	disposed
to	to
ride	ride
over	over
to	to
Kellynch	Kellynch
There	There
can	can
be	be
no	no
doubt	doubt
that	that
Lad	Lady
Russell	Russell
and	and
Anne	Anne
were	were
both	both
oecalionnlly	occasionally
thinking	thinking
0	of
Captain	Captain
Benwick	Benwick
from	from
thin	this
time	time
Lady	Lady
Russell	Russell
could	could
not	not
hear	hear
the	the
doorbell	doorbell
without	without
feeling	feeling
that	that
it	it
might	might
be	be
hit	his
herald	herald
nor	nor
could	could
Anne	Anne
return	return
from	from
any	any
stroll	stroll
of	of
aolirary	solitary
in	indulgence
Plnsnssxon	null
135	null
dulgence	null
in	in
her	her
fathers	fathers
grounds	grounds
or	or
any	any
visit	visit
of	of
charity	charity
in	in
the	the
village	village
without	without
wondering	wondering
whether	whether
she	she
might	might
see	see
him	him
or	or
hear	hear
of	of
him	him
Ca	Captain
rain	null
Benwick	Benwick
came	came
not	not
however	however
He	He
was	was
either	either
ecu	less
disposed	disposed
for	for
it	it
than	than
Charles	Charles
had	had
imagined	imagined
or	or
he	he
was	was
too	too
shy	shy
and	and
after	after
giving	giving
him	him
a	a
week’s	weeks
indulgence	indulgence
Lady	Lady
Russell	Russell
determined	determined
him	him
to	to
he	be
unworthy	unworthy
of	of
the	the
interest	interest
which	which
he	he
had	had
been	been
beginning	beginning
to	to
excite	excite
The	The
Mu	Musgroves
roves	null
came	came
back	back
to	to
receive	receive
their	their
ha	happy
y	boys
boys	and
and	girls
from	from
school	school
bringing	bringing
with	with
them	them
rs	Mrs
Hsrville’s	Harvilles
little	little
children	children
to	to
improve	improve
the	the
noise	noise
of	of
Uppercross	Uppercross
and	and
lessen	lessen
that	that
of	of
Lyme	Lyme
Henrictu	Henrietta
remained	remained
with	with
Louisa	Louisa
but	but
all	all
the	the
rest	rest
of	of
the	the
family	family
were	were
again	again
in	in
their	their
unial	usual
uarters	quarters
Lady	Lady
Russell	Russell
an	and
Anne	Anne
id	paid
their	their
compliments	compliments
to	to
them	them
once	once
when	when
Anne	Anne
cnultia	could
not	not
but	but
feel	feel
that	that
Uppercross	Uppercross
was	was
almdy	already
quite	quite
alive	alive
ngnin	again
Though	Though
neither	neither
Henrietta	Henrietta
nor	nor
Louisa	Louisa
nor	nor
Charles	Charles
Hayter	Hayter
nor	nor
Captain	Captain
Wentworth	Wentworth
were	were
there	there
the	the
room	room
presented	presented
as	as
strong	strong
a	a
contrast	contrast
as	as
could	could
he	be
wished	wished
to	to
the	the
lsst	last
state	state
she	she
had	had
seen	seen
it	it
in	in
Immediame	Immediately
surrounding	surrounding
Mrs	Mrs
Musgroee	Musgrove
were	were
the	the
little	little
Hnrvillcs	Harvilles
whom	whom
she	she
was	was
scdulously	sedulously
guarding	guarding
from	from
the	the
ty	tyranny
nn	null
of	of
the	the
two	two
children	children
from	from
the	the
Cottage	Cottage
expreuly	expressly
null	arrived
to	to
amuse	amuse
them	them
On	On
one	one
side	side
was	was
a	a
table	table
occupied	occupied
by	by
some	some
chattering	chattering
girls	girls
cutting	cutting
up	up
ilk	silk
and	and
gold	gold
per	paper
and	and
on	on
the	the
other	other
were	were
tressels	tressels
and	and
trays	trays
hen	bending
ng	null
under	under
the	the
weight	weight
of	of
brawn	brawn
and	and
cold	cold
pies	pies
where	where
riotous	riotous
boys	boys
were	were
holding	holding
high	high
revel	revel
the	the
whole	whole
completed	completed
by	by
a	a
roaring	roaring
Christma	Christmas
ﬁre	fire
which	which
seemed	seemed
determined	determined
to	to
he	be
heard	heard
in	in
spite	spite
of	of
all	all
the	the
noise	noise
of	of
the	the
others	others
Charles	Charles
and	and
Mary	Mary
also	also
came	came
in	in
of	of
course	course
during	during
their	their
visit	visit
and	and
Mr	Mr
Mungrove	Musgrove
made	made
a	a
point	point
of	of
paying	paying
his	his
respects	respects
to	to
Lady	Lady
Russell	Russell
and	and
sat	sat
down	down
close	close
to	to
her	her
for	for
ten	ten
minutes	minutes
talking	talking
with	with
I	a
very	very
raised	raised
voice	voice
but	but
from	from
the	the
clnmour	clamour
of	of
the	the
children	children
on	on
his	his
t36	null
PIRSUASION	null
knees	knees
generally	generally
in	in
vain	vain
It	It
w»	was
a	a
ﬁne	fine
family	familypiece
Anne	Anne
judging	judging
from	from
her	her
own	own
temperament	temperament
would	would
have	have
deemed	deemed
ouch	such
a	a
domed	domestic
hurricane	hurricane
a	a
had	bad
restorative	restorative
of	of
the	the
nerve	nerves
which	which
Louia’t	Louisas
illneat	illness
mutt	must
have	have
I0	so
gmtly	greatly
shaken	shaken
But	But
Mn	Mrs
Mulgmve	Musgrove
who	who
got	got
Anne	Anne
near	near
her	her
on	on
purpoee	purpose
to	to
thank	thank
her	her
moot	most
cordially	cordially
again	again
and	and
again	again
for	for
all	all
her	her
attention	attentions
to	to
them	them
concluded	concluded
a	a
ahort	short
recapitulanoo	recapitulation
of	of
what	what
the	she
had	had
suffered	suffered
herself	herself
by	by
oblening	observing
with	with
a	a
happy	happy
glance	glance
round	round
the	the
room	room
that	that
after	after
all	all
the	she
had	had
gone	gone
through	through
nothing	nothing
wan	was
to	so
likely	likely
to	to
do	do
her	her
good	good
as	as
a	a
little	little
quiet	quiet
cheerfulneu	cheerfulness
at	at
home	home
Louisa	Louisa
wan	was
now	now
recovering	recovering
space	apace
Her	Her
mother	mother
could	could
even	even
thinlt	think
of	of
her	her
being	being
able	able
to	to
join	join
their	their
party	party
at	at
home	home
before	before
her	her
brotherl	brothers
and	and
deter	sisters
wt	went
to	to
ochool	school
again	again
The	The
Harvillet	Harvilles
had	had
promiled	promised
to	to
come	come
with	with
her	her
and	and
ray	stay
at	at
Uppercrou	Uppercross
whenever	whenever
the	she
returned	returned
Captain	Captain
Wentworth	Wentworth
wan	was
gone	gone
for	for
the	the
present	present
to	to
are	see
his	his
brother	brother
in	in
Shropshire	Shropshire
“1	I
hope	hope
I	I
uhall	shall
remember	remember
in	in
future	future
laid	said
Lady	Lady
Ruuell	Russell
ll	as
soon	soon
at	as
the	they
were	were
releated	reseated
in	in
the	the
carrizfc	carriage
“not	not
to	to
call	call
at	at
ppercroel	Uppercross
in	in
the	the
Chriunuu	Christmas
h	holidays
idaya”	null
Everybody	Everybody
has	has
their	their
taste	taste
in	in
noise	noises
as	as
well	well
u	as
in	in
other	other
mattera	matters
and	and
sounds	sounds
are	are
quite	quite
innnxiom	innoxious
or	or
most	most
dirtreuing	distressing
by	by
their	their
tort	sort
rather	rather
than	than
their	their
quandty	quantity
When	When
Lady	Lady
Rum	Russell
not	not
long	long
afterwards	afterwards
wal	was
entering	entering
Bath	Bath
on	on
a	a
wet	wet
afternoon	afternoon
and	and
driving	driving
through	through
the	the
long	long
court	course
of	of
meet	streets
from	from
the	the
Old	Old
Bridge	Bridge
to	to
Camden	Camden
Place	Place
amidot	amidst
the	the
duh	dash
of	of
other	other
carriagei	carriages
the	the
heavy	heavy
rumble	rumble
of	of
cam	carts
and	and
drayt	drays
the	the
bawling	bawling
of	of
newsman	newspapermen
mufﬁnmen	muffinmen
and	and
milkmen	milkmen
and	and
the	the
centlets	ceaseless
clink	clink
of	of
pattern	pattens
Uh	she
made	made
no	no
complaint	complaint
No	No
then	these
were	were
noilcr	noises
which	which
belonged	belonged
to	to
the	the
winter	winter
plonturet	pleasures
her	her
tpirita	spirits
rate	rose
under	under
their	their
inﬂuence	influence
and	and
like	like
Mrs	Mrs
Mutgrove	Musgrove
rhe	she
wu	was
feeling	feeling
though	though
not	not
ﬂying	saying
that	that
after	after
being	being
long	long
in	in
the	the
rusmsron	country
131	nothing
coun	could
n	be
couldheao	so
forherualittle	good
qmuy	for
Minn	her
3004	as
null	a
null	little
null	quiet
null	cheerfulness
Anne	Anne
did	did
not	not
thnre	share
these	these
feelinga	feelings
She	She
‘	persisted
in	in
a	a
very	very
determined	determined
though	though
very	very
silent	silent
dieine	disinclination
ination	null
for	for
Bath	Bath
caught	caught
the	the
hut	first
dim	dim
view	view
of	of
the	the
extensive	extensive
buildings	buildings
making	smoking
in	in
min	rain
without	without
any	any
wish	wish
of	of
Ieeing	seeing
them	them
better	better
felt	felt
their	their
progreu	progress
through	through
the	the
meet	streets
to	to
be	be
however	however
iiiagreeable	disagreeable
yet	yet
too	too
rapid	rapid
for	for
who	who
would	would
be	be
glad	glad
to	to
lee	see
her	her
when	when
uhe	she
arrived	arrived
And	And
looked	looked
back	back
with	with
fond	fond
regret	regret
to	to
the	the
burden	bustles
of	of
Uppercrou	Uppercross
and	and
the	the
aeclurion	seclusion
of	of
Kellynch	Kellynch
Elizabeth’t	Elizabeths
last	last
letter	letter
had	had
communicated	communicated
a	a
piece	piece
of	of
new	news
of	of
some	some
interest	interest
Mr	Mr
Elliot	Elliot
war	was
in	in
Bath	Bath
He	He
had	had
called	called
in	in
Camden	Camden
Place	Place
had	had
called	called
a	a
recond	second
time	time
I	a
third	third
had	had
been	been
pointedly	pointedly
attentive	attentive
If	If
Elizabeth	Elizabeth
and	and
her	her
father	father
did	did
not	not
deceive	deceive
themclue	themselves
had	had
been	been
taking	taking
an	null
much	much
pain	pains
to	to
leek	seek
the	the
acquaintance	acquaintance
and	and
proclaim	proclaim
the	the
value	value
of	of
the	the
connection	connection
at	as
he	he
had	had
formerly	formerly
taken	taken
paint	pains
to	to
chow	shew
neglect	neglect
Thin	This
wu	was
very	very
wonderful	wonderful
if	if
it	it
were	were
true	true
and	and
Lady	Lady
Russell	Russell
was	was
in	in
a	a
state	state
of	of
very	very
agreeable	agreeable
curiosity	curiosity
and	and
perplexin	perplexity
about	about
Mr	Mr
Elliot	Elliot
already	already
recanring	recanting
the	the
unliment	sentiment
ohe	she
had	had
no	so
lately	lately
expressed	expressed
to	to
Ma	Mary
of	of
llll	his
being	being
“a	a
man	man
whom	whom
she	she
had	had
no	no
with	wish
to	to
Ice	see
’	null
She	She
had	had
a	a
great	great
with	wish
to	to
see	see
him	him
If	If
he	he
really	really
caught	sought
to	to
reconcile	reconcile
hinnelf	himself
like	like
a	a
dutiful	dutiful
branch	branch
he	he
muat	must
he	be
for	forgiven
‘ven	null
for	for
having	having
diamembered	dismembered
hirmelf	himself
from	from
the	the
poem	paternal
tree	tree
Anne	Anne
wan	was
not	not
animated	animated
to	to
an	an
equal	equal
pitch	pitch
by	by
the	the
circumnanee	circumstance
but	but
the	she
felt	felt
that	that
she	she
would	would
rather	rather
nee	see
Mr	Mr
Elliot	Elliot
again	again
than	than
not	not
which	which
wu	was
more	more
than	than
she	she
could	could
any	say
for	for
many	many
other	other
persons	persons
in	in
Bath	Bath
She	She
wan	was
put	put
down	down
in	in
Camden	Camden
Place	Place
and	and
Lady	Lady
Ruuell	Russell
then	then
drove	drove
to	to
her	her
own	own
lodgingl	lodgings
in	in
Riven	Rivers
Street	Street
r38	Chapter
PERSUASION	15
Cblpttr	Sir
’17	Walter
IR	null
WALTER	null
had	had
taken	taken
a	a
we	very
good	good
houte	house
in	in
Camden	Camden
Placea	Place
loft	a
digniﬁ	lofty
null	dignified
situation	situation
ruch	such
ll	as
becomes	becomes
a	a
man	man
0	of
consequence	consequence
and	and
both	both
he	he
and	and
Elizabeth	Elizabeth
were	were
aettled	settled
there	there
much	much
to	to
their	their
satisfaction	satisfaction
Anne	Anne
enmred	entered
it	it
with	with
a	a
sinking	sinking
hart	heart
anticipating	anticipating
an	an
imprinnrnent	imprisonment
of	of
many	many
months	months
and	and
anxioualy	anxiously
saying	saying
to	to
henelf	herself
“Oh	Oh
when	when
Ihall	shall
I	I
leave	leave
you	you
again	again
A	A
degree	degree
of	of
unexpected	unexpected
cordiality	cordiality
however	however
in	in
the	the
welcome	welcome
the	she
received	received
did	did
her	her
good	good
Her	Her
father	father
and	and
deter	sister
were	were
glad	glad
to	to
see	see
her	her
for	for
the	the
sake	sake
of	of
Ihewing	shewing
her	her
the	the
home	house
and	and
ﬁimiturc	furniture
and	and
met	met
her	her
with	with
kindness	kindness
Her	Her
making	making
a	a
fourth	fourth
when	when
they	they
sat	sat
down	down
to	to
dinner	dinner
was	was
noticed	noticed
a	as
an	an
advantage	advantage
Mn	Mrs
Clay	Clay
wan	was
v	very
pleatant	pleasant
and	and
very	very
uniling	smiling
but	but
her	her
eourteaiea	courtesies
and	and
uni	smiles
es	null
were	were
more	more
a	a
matter	matter
of	of
course	course
Anne	Anne
had	had
alny	always
felt	felt
that	that
the	she
would	would
pretend	pretend
what	what
wan	was
proper	proper
on	on
her	her
arrival	arrival
but	but
the	the
complainance	complaisance
of	of
the	the
other	others
wal	was
unlocked	unlooked
for	for
They	They
were	were
evidently	evidently
in	in
excellent	excellent
Ipiritl	spirits
and	and
the	she
wan	was
soon	soon
to	to
linen	listen
to	to
the	the
meet	causes
They	They
had	had
no	no
inclination	inclination
to	to
linen	listen
to	to
her	her
After	After
laying	laying
out	out
for	for
some	some
compliment	compliments
of	of
being	being
deeply	deeply
regretted	regretted
in	in
their	their
old	old
neighbourhood	neighbourhood
which	which
Anne	Anne
could	could
not	not
pay	pay
they	they
had	had
only	only
a	a
few	few
faint	faint
inquiries	enquiries
to	to
make	make
before	before
the	the
talk	talk
mutt	must
be	be
all	all
their	their
own	own
Uppercrou	Uppercross
excited	excited
no	no
interest	interest
Kellynch	Kellynch
very	very
little	little
it	it
were	was
all	all
Bath	Bath
They	They
had	had
the	the
pleasure	pleasure
of	of
auuring	assuring
her	her
that	that
Bath	Bath
more	more
than	than
answered	answered
their	their
expectations	expectations
in	in
every	every
respect	respect
Their	Their
home	house
was	was
undoubtedly	undoubtedly
the	the
belt	best
in	in
Camden	Camden
Place	Place
their	their
drawingroom	drawingrooms
had	had
many	many
decided	decided
advantage	advantages
over	over
all	all
the	the
other	others
which	which
they	they
had	had
either	either
teen	seen
or	or
heard	heard
of	of
and	and
the	the
m	superiority
riority	was
wan	null
not	not
Icon	less
in	in
the	the
at	style
le	null
of	of
the	the
ﬁttingup	fittingup
or	or
t	the
taste	taste
of	of
the	the
furniture	furniture
heir	Their
PIRSUASION	null
x39	null
acquaintance	acquaintance
wan	was
exceedingly	exceedingly
nought	sought
after	after
Everybody	Everybody
wan	was
wanting	wanting
to	to
visit	visit
them	them
They	They
had	had
drawn	drawn
back	back
from	from
many	many
introduction	introductions
and	and
still	still
were	were
perpetually	perpetually
having	having
card	cards
left	left
by	by
people	people
of	of
whom	whom
they	they
knew	knew
nothing	nothing
Here	Here
were	were
fund	funds
of	of
enjoyment	enjoyment
Could	Could
Anne	Anne
wonder	wonder
that	that
her	her
father	father
and	and
titer	sister
were	were
hapin	happy
She	She
might	might
not	not
wonder	wonder
but	but
the	she
mun	must
nigh	sigh
that	that
r	her
father	father
Ihould	should
feel	feel
no	no
degradation	degradation
in	in
hil	his
change	change
uhould	should
see	see
nothing	nothing
to	to
regret	regret
in	in
the	the
dutiet	duties
and	and
dignit	dignity
of	of
the	the
recident	resident
landholder	landholder
Ihould	should
find	find
no	so
much	much
to	to
null	be
vain	vain
of	of
in	in
the	the
littleneuea	littlenesses
of	of
a	a
town	town
and	and
the	she
mutt	must
ligh	sigh
and	and
Imile	smile
and	and
wonder	wonder
too	too
as	as
Elizabeth	Elizabeth
threw	threw
open	open
the	the
foldingdoon	foldingdoors
and	and
walked	walked
with	with
exultttion	exultation
from	from
one	one
drawingroom	drawingroom
to	to
the	the
other	other
homing	boasting
of	of
their	their
space	space
at	at
the	the
pouibility	possibility
of	of
that	that
woman	woman
who	who
had	had
been	been
mistress	mistress
of	of
Kellynch	Kellynch
Hall	Hall
ﬁnding	finding
extent	extent
to	to
be	be
proud	proud
of	of
between	between
two	two
walla	walls
perhapo	perhaps
thirty	thirty
feet	feet
asunder	asunder
But	But
this	this
waa	was
not	not
all	all
which	which
they	they
had	had
to	to
make	make
them	them
ha	happy
py	null
They	They
had	had
Mr	Mr
Elliot	Elliot
too	too
Anne	Anne
had	had
I	a
great	great
dea	deal
to	to
hear	hear
of	of
Mr	Mr
Elliot	Elliot
He	He
was	was
not	not
only	only
pardoned	pardoned
they	they
were	were
delighted	delighted
with	with
him	him
He	He
had	had
been	been
in	in
Bath	Bath
about	about
afortnight	a
null	fortnight
he	he
had	had
used	passed
through	through
Bath	Bath
in	in
November	November
in	in
hit	his
way	way
to	to
Lon	London
on	null
when	when
the	the
intelligence	intelligence
of	of
Sir	Sir
Walter’s	Walters
being	being
settled	settled
there	there
had	had
of	of
course	course
reached	reached
him	him
though	though
only	only
twentyfour	twentyfour
hour	hours
in	in
the	the
place	place
but	but
he	he
had	had
not	not
been	been
able	able
to	to
avail	avail
himself	himself
of	of
it	it
but	but
he	he
had	had
now	now
been	been
a	a
fortni	fortnight
ht	null
in	in
Bath	Bath
and	and
his	his
lint	first
obect	object
on	on
aniving	arriving
had	had
been	been
Jolene	to
null	leave
his	his
card	card
in	in
Camden	Camden
lilace	Place
following	following
it	it
up	up
b	by
Iueh	such
uniduout	assiduous
endavourl	endeavours
to	to
meet	meet
and	and
when	when
they	they
di	did
meet	meet
by	by
each	such
great	great
openneu	openness
of	of
conduct	conduct
ouch	such
readineu	readiness
to	to
apologize	apologize
for	for
the	the
pat	past
Inch	such
aolicitude	solicitude
to	to
he	be
received	received
M	as
a	a
relation	relation
again	again
that	that
their	their
former	former
good	good
understanding	understanding
was	was
completely	completely
reeetablithed	reestablished
