BOUT	About
his	his
acarlet	scarlet
coat	coat
and	and
cocked	cocked
hat	hat
i	I
fuel	feel
a	as
if	if
I	I
could	could
be	be
anything	anything
or	or
everything	everything
In	as
if	if
I	I
could	could
rant	rant
and	and
atom	storm
or	or
aigh	sigh
or	or
cut	cut
cnpen	capers
in	in
any	any
tragedy	tragedy
or	or
comedy	comedy
in	in
the	the
English	English
language	language
Let	Let
at	us
be	be
doing	doing
aomething	something
Be	Be
it	it
only	only
half	half
a	a
play	play
an	an
act	act
a	a
aeene	scene
what	what
ahould	should
prevent	prevent
ua	us
Not	Not
theae	these
countenmeet	countenances
I	I
am	am
Mire”	sure
looking	looking
towarda	towards
the	the
Mine	Miss
Bertram	Bertrams
“	null
and	and
for	for
a	a
theatre	theatre
what	what
eigniliea	signifies
a	a
theatre	theatre
We	We
ahall	shall
be	be
only	only
arnuaing	amusing
ounelvea	ourselves
Any	Any
room	room
in	in
thin	this
houac	house
might	might
aniline	suffice
MANSFIELD	We
PARK	must
1	have
39	a
“We	curtain
mull	said
have	Tom
I	Bertram
curtain	a
aid	few
Torn	yards
Datum	of
“I	green
fewynrdlof	baize
greenbeizeforncnrtainnndperhepetlnt	for
may	a
be	curtain
enough”	and
“	perhaps
Oh	that
quite	may
null	be
enough	enough
I	Oh
cried	quite
Mr	enough
YIteI	cried
“	Mr
null	Yates
with	with
only	only
jun	just
I	a
Ide	side
wing	wing
or	or
two	two
run	run
up	up
door	doors
in	in
ﬂat	flat
and	and
three	three
or	or
four	four
lcenee	scenes
to	to
be	be
let	let
down	down
nothing	nothing
more	more
would	would
be	be
neoelIIry	necessary
on	on
luck	such
I	a
an	plan
an	as
thin	this
For	For
mere	mere
tmuIernent	amusement
ImonIg	among
oanelveI	ourselves
wePIlhould	we
qut	should
null	want
nothing	nothing
more	more
“	I
believe	believe
we	we
mun	must
be	be
“tilied	satisfied
with	with
Ian”	less
aid	said
Maria	Maria
“There	There
would	would
not	not
be	be
time	time
and	and
other	other
diﬂicultiel	difficulties
would	would
Iriee	arise
We	We
muIt	must
rather	rather
adopt	adopt
Mr	Mr
Crnwford’	Crawfords
I	views
View	null
and	and
make	make
the	the
Marmu	performance
not	not
the	the
that	theatre
our	our
objeeo’lMIny	object
null	Many
parts	parts
of	of
our	our
best	best
phyt	plays
Ire	are
independent	independent
of	of
Icenery	scenery
“NIy”	Nay
aid	said
Edmund	Edmund
who	who
began	began
to	to
listen	listen
with	with
alum	alarm
“	null
Let	Let
u	us
do	do
nothing	nothing
by	by
halveI	halves
If	If
we	we
are	are
to	to
Ichletitbeinnthentreco	act
lylittedupwithprit	let
bone	it
null	be
null	in
null	a
null	theatre
null	completely
null	fitted
null	up
null	with
null	pit
null	boxes
and	and
gallery	gallery
and	and
let	let
u	us
we	have
a	a
play	play
entire	entire
from	from
beginning	beginning
to	to
end	end
Io	so
u	as
it	it
be	be
I	a
German	German
lay	play
mmtter	no
null	matter
what	what
With	with
a	a
good	good
tricking	tricking
Ihiﬁing	shifting
ece	afterpiece
Ind	and
I	a
ﬁguredance	figuredance
Ind	and
I	a
hornpi	hornpipe
Ind	and
I	a
Iong	song
tween	between
the	the
acts	acts
If	If
we	we
do	do
not	not
outdo	outdo
ecleeford	Ecclesford
we	we
do	do
nothin	nothing
“	null
Now	Now
Edmund	Edmund
do	do
not	not
be	be
dinngrccnblc	disagreeable
mid	said
Ju	Julia
in	null
“	null
Nobody	Nobody
low	loves
A	a
play	play
better	better
than	than
you	you
do	do
or	or
can	can
hnvc	have
gone	gone
much	much
further	farther
to	to
Ice	see
one	one
“	null
True	True
to	to
Ice	see
real	real
acting	acting
good	good
hardened	hardened
real	real
acting	acting
but	but
I	I
would	would
hIrdl	hardly
walk	walk
from	from
this	this
room	room
to	to
the	the
next	next
to	to
look	look
It	at
the	the
raw	raw
e	efforts
of	of
thoee	those
who	who
hive	have
not	not
been	been
bred	bred
to	to
the	the
trade	trade
I	a
net	set
of	of
gentlemen	gentlemen
and	and
ladies	ladies
who	who
the	have
all	all
the	the
didvanugee	disadvantages
of	of
education	education
and	and
decorum	decorum
to	to
m	struggle
e	through
through	After
I	a
about	short
Paine	pause
however	however
the	the
subject	subject
Itill	still
eontinned	continued
Ind	and
wu	was
dimmed	discussed
with	with
unlinked	unabated
eagerneu	eagerness
every	every
one’t	ones
inelinltion	inclination
increuin	increasing
by	by
the	the
dioeunion	discussion
Ind	and
I	a
knowledge	knowledge
of	of
the	the
inclination	inclination
of	of
the	the
rut	rest
Ind	and
though	though
nothing	nothing
we	was
Iettled	settled
but	but
that	that
Torn	Tom
Bertrlrn	Bertram
would	would
pre	prefer
er	null
I	null
30	null
MANSFIELD	null
PARK	null
a	a
comedy	comedy
and	and
hit	his
uuen	sisters
and	and
Henry	Henry
Crawford	Crawford
I	a
tragedy	tragedy
and	and
that	that
nothing	nothing
in	in
the	the
world	world
could	could
be	be
euier	easier
than	than
to	to
ﬁnd	find
a	a
piece	piece
which	which
would	would
nlane	please
them	them
all	all
the	the
resolution	resolution
wlctlarnething	to
null	act
null	something
or	or
other	other
leemed	seemed
endocidodutomake	so
null	decided
null	as
null	to
null	make
Edmund	Edmund
quite	quite
uncomfortable	uncomfortable
He	He
wan	was
determined	determined
to	to
prevent	prevent
it	it
if	if
pouible	possible
though	though
hie	his
mother	mother
who	who
equally	equally
heard	heard
the	the
convenation	conversation
which	which
paced	passed
at	at
table	table
did	did
not	not
evince	evince
the	the
lean	least
dinyprohltion	disapprobation
The	The
name	same
evening	evening
afforded	afforded
him	him
an	an
opportuni	opportunity
of	of
tryin	trying
his	his
strength	strength
Maria	Maria
Julia	Julia
Hen	Henry
Cr	Crawford
and	and
and	Mr
r	null
Yates	Yates
were	were
in	in
the	the
billiardmom	billiardroom
om	Tom
returning	returning
from	from
them	them
into	into
the	the
drawingroom	drawingroom
where	where
Edmund	Edmund
was	was
ﬁnding	standing
thoughtfully	thoughtfully
by	by
the	the
ﬁre	fire
while	while
Lady	Lady
Bertram	Bertram
me	was
on	on
the	the
not	sofa
at	at
a	a
little	little
dietancc	distance
and	and
Funny	Fanny
close	close
beside	beside
her	her
amnging	arranging
her	her
work	work
thuc	thus
begun	began
a	as
he	he
med—	enteredSuch
“	null
Such	null
a	a
horribly	horribly
vile	vile
billiardtable	billiardtable
an	as
out	ours
it	is
not	not
to	to
be	be
met	met
with	with
I	I
believe	believe
above	above
ground	ground
I	I
can	can
stand	stand
it	it
no	no
longer	longer
and	and
I	I
think	think
I	I
my	may
ﬂy	say
that	that
nothin	nothing
Ihall	shall
ever	ever
tempt	tempt
me	me
to	to
it	it
again	again
but	but
one	one
good	good
thing	thing
null	I
have	have
just	just
Icemined	ascertained
it	it
in	is
the	the
very	very
room	room
for	for
a	a
dream	theatre
precisely	precisely
the	the
shape	shape
and	and
length	length
for	for
it	it
and	and
the	the
doom	doors
at	at
the	the
farther	farther
end	end
communicating	communicating
with	with
each	each
other	other
in	as
they	they
may	may
be	be
made	made
to	to
do	do
in	in
ﬁve	five
minutes	minutes
I	by
merely	merely
moving	moving
the	the
bookcase	bookcase
in	in
my	my
father’a	fathers
room	room
it	is
e	the
ve	very
thing	thing
we	we
could	could
have	have
desired	desired
if	if
we	we
had	had
act	sat
down	down
to	to
Wllll	wish
for	for
it	it
and	and
my	my
father’s	fathers
room	room
will	will
be	be
an	an
excellent	excellent
green	greenroom
room	null
It	It
totml	seems
to	to
join	join
the	the
billiardroom	billiardroom
on	on
purpote”	purpose
“	null
You	You
are	are
not	not
cerium	serious
Tom	Tom
in	in
morning	meaning
to	to
act”	act
mid	said
Edmund	Edmund
in	in
a	a
low	low
voice	voice
as	as
hie	his
brother	brother
approached	approached
the	the
ﬁre	fire
“	null
Not	Not
Ierioual	serious
never	never
more	more
so	so
I	I
auurc	assure
you	you
What	What
in	is
there	there
to	to
Iurpriae	surprise
ou	you
in	in
it	it
“I	I
think	think
it	it
wo	would
d	null
be	be
very	very
wrong	wrong
In	In
I	a
general	general
light	light
private	private
theatrical	theatricals
are	are
open	open
to	to
come	some
objections	objections
but	but
an	as
we	we
are	are
circumstanoed	circumstanced
I	I
mun	must
think	think
it	it
would	would
be	be
highly	highly
MANSFIELD	injudicious
PARK	null
13	null
injudiciotu	null
and	and
more	more
than	than
injudieioue	injudicious
to	to
attempt	attempt
anything	anything
of	of
the	the
kind	kind
It	It
would	would
ehow	shew
great	great
want	want
of	of
feeling	feeling
on	on
my	my
father’l	fathers
account	account
nheent	absent
no	as
he	he
llllld	is
ineorne	and
null	in
null	some
null	degree
of	of
content	constant
danger	danger
end	and
it	it
would	would
he	be
imptudent	imprudent
I	I
think	think
with	with
Ieglrd	regard
to	to
eril	Maria
whole	whose
Iituatton	situation
in	is
a	a
very	very
delicete	delicate
one	one
conidering	considering
everything	everything
extremely	extremely
delicate	delicate
“You	You
take	take
up	up
e	a
thing	thing
to	so
Ieriourlyl	seriously
an	as
ifwewere	if
goin	we
null	were
null	going
to	to
not	act
three	three
timee	times
u	a
week	week
till	till
my	my
father’l	fathers
return	return
Ind	and
Invite	invite
all	all
the	the
country	country
But	But
it	it
ie	is
not	not
to	to
be	be
a	a
Airplay	display
of	of
that	that
tort	sort
We	We
mean	mean
nothing	nothing
but	but
a	a
little	little
Imuaement	amusement
among	among
ounelvce	ourselves
jun	just
to	to
vary	vary
the	the
scene	scene
and	and
exercile	exercise
our	our
power	powers
in	in
Iolnething	something
new	new
We	We
want	want
no	no
audience	audience
no	no
publicity	publicity
We	We
may	may
be	be
trusted	trusted
I	I
think	think
in	in
choouing	chusing
tome	some
play	play
most	most
perfectly	perfectly
unexceptionable	unexceptionable
and	and
I	I
can	can
conceive	conceive
no	no
greelater	greater
harm	harm
or	or
dlanger	danger
to	to
an	any
of	of
II	us
in	in
comvenin	conversing
inthe	in
twrittenan	the
o	elegant
nomereepectu	written
nhle	language
uglthor	of
thanegnchuttering	some
null	respectable
null	author
null	than
in	in
Elgar	chattering
null	in
null	words
of	of
our	our
own	own
I	I
have	have
no	no
feare	fears
and	and
no	no
tcnrplea	scruples
And	And
In	as
to	to
my	my
father’being	fathers
aheent	being
null	absent
it	it
ll	is
to	so
for	far
from	from
an	an
objection	objection
that	that
I	I
conIider	consider
it	it
rather	rather
as	as
a	a
motive	motive
for	for
the	the
expectation	expectation
of	of
hit	his
return	return
mutt	must
be	be
It	a
very	very
anxiout	anxious
period	period
to	to
my	my
mother	mother
and	and
if	if
we	we
can	can
be	be
the	the
mean	means
of	of
amusing	amusing
that	that
anxiety	anxiety
and	and
keeping	keeping
up	up
her	her
rpiriu	spirits
for	for
the	the
next	next
few	few
weekl	weeks
I	I
ehell	shall
think	think
our	our
time	time
very	very
well	well
epent	spent
and	and
no	so
I	I
am	am
we	sure
will	will
he	he
It	It
in	is
I	a
very	very
anxioua	anxious
period	period
for	for
her	her
A	As
he	he
laid	said
thin	this
each	each
looked	looked
towardl	towards
their	their
mother	mother
Lady	Lady
Bertram	Bertram
eunk	sunk
back	back
in	in
one	one
corner	corner
of	of
the	the
tofu	sofa
the	the
picture	picture
of	of
health	health
wealth	wealth
eue	ease
end	and
tnnquillity	tranquillity
war	was
just	just
falling	falling
into	into
a	a
gentle	gentle
date	doze
while	while
Fanny	Fanny
wu	was
getting	getting
throu	through
h	null
the	the
few	few
diﬁicultiea	difficulties
of	of
her	her
work	work
for	for
her	her
und	Edmund
Imiled	smiled
Ind	and
nhook	shook
hll	his
head	head
“By	By
Jovel	Jove
thit	this
wont	wont
do”	do
cried	cried
Tom	Tom
throwing	throwing
himeelf	himself
into	into
n	a
chair	chair
with	with
I	a
hearty	hearty
hugh	laugh
“To	To
be	be
sure	sure
r’ny	my
dear	dear
mother	mother
your	your
anxiety—I	anxietyI
wan	was
unlucky	unlucky
132	there
MANSFIELD	What
PARK	is
I‘Whet	the
null	matter
null	asked
null	her
null	ladyship
in	in
the	the
nutter	heavy
uked	tone
herlndyehipﬁn	of
the	one
heavytnneofonehalfrnuled“l	halfroused
wunotuleep”	I
“Oh	was
null	not
null	asleep
null	Oh
dear	dear
no	no
mun	maam
nobody	nobody
unpacked	suspected
youl	you
Well	Well
Edmund”	Edmund
he	he
continued	continued
returning	returning
to	to
the	the
former	former
subject	subject
pommnndvoiceulonn	posture
u	and
LadyBertmn	voice
null	as
null	soon
null	as
null	Lady
null	Bertram
began	began
to	to
nodupin“but	nod
thirlwiﬂnuinmnﬁhat	again
null	but
null	this
null	I
null	will
null	maintain
null	that
we	we
«hell	shall
he	be
doin	doing
no	no
harm”	harm
I	I
cannot	cannot
agree	agree
with	with
you	you
I	I
m	am
convinced	convinced
that	that
my	my
other	father
would	would
totally	totally
dinpplnve	disapprove
it	it
“And	And
I	I
am	am
convinced	convinced
to	to
the	the
conmry	contrary
Nobody	Nobody
in	is
coder	fonder
of	of
the	the
exercile	exercise
of	of
talent	talent
in	in
youn	young
people	people
or	or
promom	promotes
it	it
more	more
then	than
my	my
father	father
and	and
501	for
anything	anything
oftbeacmuﬁng	of
recitingkindlthinkbehu	the
Ilwnyln	acting
note	spouting
Iunlureheencoungeditin	reciting
u	kind
“ml	I
null	think
null	he
null	has
null	always
null	a
null	decided
null	taste
null	I
null	am
null	sure
null	he
null	encouraged
null	it
null	in
null	us
null	as
null	boys
How	How
many	many
a	a
timebave	time
null	have
we	we
mourned	mourned
over	over
the	the
d	dead
body	body
of	of
Juliul	Julius
Cur	Caesar
and	and
lo	to
itd	bed
end	and
not	not
to	to
‘lIL	bed
in	in
thin	this
very	very
room	room
for	for
hi	his
amusement	amusement
And	And
I	I
em	am
run	sure
my	my
More	name
um	was
Norcal	Norval
every	every
evening	evening
of	of
my	my
life	life
than	through
h	one
one	Christmas
Chl‘lm	holidays
holidays”	It
“	was
twu	a
ave	very
different	different
thing	thing
You	You
munt	must
nee	see
the	the
diﬂerenne	difference
youre	yourself
f	My
My	father
father	wished
winhed	us
no	as
Ichoolboyu	schoolboys
to	to
I	speak
well	well
but	but
he	he
would	would
never	never
with	wish
his	his
grownup	grownup
ughterl	daughters
to	to
be	be
Icting	acting
plays	plays
Hie	His
tene	sense
of	of
dcconnm	decorum
in	is
ltrict	strict
“	I
null	know
null	all
null	that
null	said
null	Tom
null	displeased
I	I
know	know
all	my
that”	father
laid	as
Torn	well
dirpleaeed	as
“	you
I	do
know	and
my	Ill
fatheruwelluyoudo	take
nndI	care
llakecarethathil	that
daughter	his
null	daughters
do	do
nothing	nothing
In	to
dimeu	distress
him	him
Manage	Manage
your	your
own	own
conceroo	concerns
Edmund	Edmund
and	and
I’ll	Ill
take	take
care	care
of	of
the	the
rent	rest
of	of
the	the
family”	family
“	null
If	If
you	you
are	are
reeolved	resolved
on	on
acting”	acting
lied	replied
the	the
penevering	persevering
Edmund	Edmund
“I	I
mult	must
ho	hope
it	it
wi	will
be	be
in	in
I	a
very	very
unnll	small
Ind	and
quiet	quiet
way	way
and	and
I	I
think	think
a	a
theatre	theatre
ought	ought
not	not
to	to
he	be
attempted	attempted
It	It
would	would
be	be
taking	taking
libertiel	liberties
with	with
my	my
father’s	fathers
house	house
in	in
llll	his
absence	absence
which	which
could	could
not	not
be	be
juuiﬁed”	justified
“	null
For	For
every	everything
thing	null
of	of
that	that
nature	nature
I	I
will	will
be	be
answer	answerable
MANSFIELD	said
punt	null
133	null
able	null
laid	null
Tom	Tom
in	in
o	a
decided	decided
tone	tone
“	His
Hie	house
houoe	shall
Illlll	null
not	not
he	be
hurt	hurt
I	I
have	have
quite	quite
In	as
great	great
an	an
interelt	interest
in	in
bung	being
artful	careful
ofhio	of
home	his
a	house
null	as
you	you
can	can
hove	have
Ind	and
n	as
to	to
such	such
alterntiom	alterations
u	as
I	I
wan	was
euggeeting	suggesting
jult	just
now	now
Inch	such
at	as
moving	moving
a	a
bookcne	bookcase
or	or
unlocking	unlocking
I	a
door	door
or	or
even	even
no	as
uning	using
the	the
billiardroom	billiardroom
for	for
the	the
queue	space
of	of
a	a
week	week
without	without
laying	playing
at	at
billiard	billiards
in	in
it	it
you	you
might	might
just	just
to	as
well	well
mppooe	suppose
he	he
would	would
object	object
to	to
our	our
titling	sitting
more	more
in	in
thin	this
room	room
and	and
less	less
in	in
the	the
breakfamroom	breakfastroom
than	than
we	we
did	did
before	before
he	he
went	went
away	away
or	or
to	to
my	my
elem	sisters
pianoforte	pianoforte
being	being
moved	moved
from	from
one	one
tide	side
of	of
the	the
room	room
to	to
the	the
other	other
Absolute	Absolute
nonoeruel	nonsense
”	null
“	null
The	The
innoution	innovation
if	if
not	not
wrong	wrong
In	as
an	an
innovation	innovation
will	will
be	be
wrong	wrong
u	as
on	an
expenle”	expense
“	Yes
Yet	null
the	the
expenoe	expense
of	of
Inch	such
an	an
undertaking	undertaking
would	would
be	be
prodi	prodigious
‘	Perhaps
l	null
Perhapu	null
it	it
might	might
colt	cost
I	a
whole	whole
twenty	twenty
pouo	pounds
Something	Something
of	of
a	a
theme	theatre
we	we
mutt	must
have	have
undoubtedly	undoubtedly
but	but
it	it
will	will
be	be
on	on
the	the
dmpleot	simplest
Ian	plan
5	a
green	green
curtain	curtain
Ind	and
null	a
little	little
carpenter’l	carpenters
work	work
and	and
that	thats
I	null
all	all
and	and
u	as
the	the
carpentth	carpenters
work	work
ma	may
he	be
Ill	all
done	done
It	at
home	home
by	by
Chrimpher	Christopher
Jochon	Jackson
himlel	himself
it	it
will	will
be	be
too	too
nbourd	absurd
to	to
tall	talk
nl	of
expeme	expense
end	and
u	as
long	long
an	as
Jackon	Jackson
in	is
employed	employed
every	everything
thing	null
will	will
be	be
right	right
with	with
Sir	Sir
Thomu	Thomas
Dont	Dont
imgme	imagine
that	that
nobody	nobody
in	in
thin	this
home	house
con	can
tee	see
orljudge	or
null	judge
but	but
younelf	yourself
Don’t	Dont
let	act
yourself	yourself
if	if
you	you
do	do
not	not
the	like
it	it
but	but
dont	dont
expect	expect
to	to
govem	govern
everybody	everybody
elee	else
“No	No
In	as
to	to
noting	acting
mynelf	myself
mid	said
Edmund	Edmund
“that	that
I	I
eboolutely	absolutely
protect	protest
Againr”	against
Tom	Tom
walked	walked
out	out
of	of
the	the
room	room
n	as
he	he
laid	said
it	it
and	and
Edmund	Edmund
wan	was
left	left
to	to
sit	sit
down	down
and	and
stir	stir
the	the
ﬁre	fire
in	in
thoughtful	thoughtful
vention	vexation
Funny	Fanny
who	who
had	had
heard	heard
it	it
all	all
and	and
home	borne
Edmund	Edmund
compon	company
in	in
every	every
feeling	feeling
throughout	throughout
the	the
whole	whole
new	now
vent	ventured
to	to
Iayin	say
null	in
her	her
anxiety	anxiety
to	to
eat	suggest
name	some
comfort	comfort
“	null
Perhaps	Perhaps
they	they
may	may
not	not
be	be
able	able
to	to
nd	find
any	any
play	play
to	to
tuit	suit
them	them
Your	Your
brothern	brothers
note	taste
end	and
your	your
eittere’	sisters
teem	seem
very	very
diﬁerent”	different
I34	I
IANSHILD	have
PARK	no
IhavenohopethereJ‘mny	hope
Iftheyperut	there
null	Fanny
null	If
null	they
null	persist
in	in
theechemetheywillﬁndeomething	the
Inhell	scheme
